Season,Time_day,Price,Heat_demand
0,0,30.86,29.51
0,0,29.47,30.4
0,0,24.8,32.45
0,0,25.4,37.05
0,0,29.58,49.35
0,1,39.73,59.71
0,1,49.49,58.53
0,1,50.71,57.41
0,2,48.98,55.09
0,2,50.54,52.69
0,2,49.76,50.33
0,2,48.43,48.62
0,2,46.17,48.26
0,2,44.99,48.75
0,2,44.05,49.61
0,2,47.1,51.6
0,2,52.49,52.41
0,3,53.54,52.39
0,3,48.02,51.56
0,3,41.51,49.85
0,3,38.66,45.31
0,3,40.64,36.24
0,3,43.18,29.99
0,0,36.54,25.47
0,0,33.17,25.72
0,0,32.26,27.18
0,0,27.92,28.94
0,0,27.05,33.24
0,0,27.24,45.51
0,1,27.41,53.86
0,1,33.17,51.32
0,1,41.99,50.5
0,2,47.44,48.3
0,2,46.57,45.69
0,2,43.39,44.9
0,2,43.0,42.82
0,2,38.08,42.1
0,2,34.5,41.43
0,2,33.0,42.45
0,2,33.84,44.73
0,2,42.44,46.81
0,3,45.84,46.98
0,3,46.43,46.26
0,3,39.96,44.66
0,3,32.6,41.2
0,3,35.0,32.93
0,3,30.35,27.37
0,0,36.24,22.81
0,0,31.43,23.9
0,0,28.75,23.38
0,0,27.57,25.6
0,0,24.34,31.48
0,0,25.68,43.27
0,1,28.79,47.08
0,1,31.41,44.24
0,1,33.0,43.48
0,2,37.23,41.67
0,2,39.07,39.38
0,2,42.44,38.43
0,2,43.33,37.1
0,2,38.25,36.75
0,2,36.85,37.72
0,2,36.85,38.52
0,2,38.0,40.06
0,2,50.0,42.21
0,3,53.67,42.65
0,3,51.02,42.24
0,3,50.62,41.45
0,3,42.44,37.61
0,3,44.94,30.12
0,3,40.0,24.97
0,0,37.44,22.32
0,0,34.9,23.37
0,0,33.04,23.97
0,0,29.53,26.56
0,0,28.07,31.36
0,0,31.17,41.3
0,1,42.87,49.16
0,1,52.07,48.24
0,1,56.49,47.49
0,2,52.38,44.97
0,2,48.84,42.52
0,2,47.95,40.25
0,2,44.97,39.12
0,2,47.95,38.95
0,2,47.72,39.2
0,2,47.43,39.97
0,2,48.19,41.76
0,2,52.16,43.22
0,3,56.26,43.87
0,3,52.96,43.43
0,3,45.0,41.72
0,3,40.0,37.9
0,3,37.53,29.61
0,3,31.46,24.05
0,0,38.71,24.19
0,0,34.99,25.11
0,0,31.9,25.76
0,0,32.45,27.88
0,0,33.41,31.71
0,0,34.81,41.95
0,1,39.4,49.69
0,1,53.39,48.89
0,1,58.88,48.41
0,2,58.8,46.48
0,2,57.34,44.18
0,2,57.46,42.16
0,2,53.53,40.92
0,2,52.93,40.95
0,2,52.38,41.31
0,2,52.1,42.11
0,2,51.04,43.83
0,2,58.55,44.6
0,3,66.65,44.44
0,3,56.02,43.67
0,3,50.01,42.32
0,3,42.73,38.4
0,3,42.02,30.43
0,3,37.44,25.37
0,0,34.97,25.67
0,0,32.07,26.66
0,0,31.53,27.34
0,0,31.2,29.56
0,0,33.27,33.59
0,0,35.07,44.47
0,1,43.71,52.65
0,1,54.12,51.79
0,1,58.39,51.22
0,2,56.6,49.22
0,2,54.96,46.82
0,2,53.99,44.69
0,2,48.49,43.37
0,2,49.59,43.36
0,2,48.0,43.73
0,2,50.0,44.57
0,2,51.02,46.37
0,2,55.47,47.17
0,3,57.1,46.99
0,3,51.95,46.18
0,3,43.22,44.76
0,3,38.98,40.63
0,3,38.38,32.24
0,3,37.09,26.91
0,0,31.44,26.01
0,0,29.93,27.01
0,0,29.0,27.7
0,0,28.96,29.95
0,0,29.38,34.03
0,0,31.09,45.03
0,1,36.92,53.3
0,1,48.42,52.45
0,1,53.79,51.87
0,2,50.52,49.85
0,2,50.53,47.41
0,2,49.89,45.25
0,2,52.44,43.91
0,2,54.01,43.9
0,2,51.54,44.26
0,2,49.99,45.11
0,2,51.99,46.93
0,2,59.2,47.73
0,3,56.99,47.54
0,3,53.81,46.72
0,3,45.57,45.29
0,3,39.86,41.11
0,3,38.0,32.64
0,3,37.44,27.26
0,0,35.82,23.65
0,0,33.15,24.65
0,0,31.73,25.39
0,0,32.08,27.17
0,0,32.96,31.05
0,0,32.49,41.32
0,1,37.52,50.07
0,1,54.28,49.02
0,1,53.56,48.21
0,2,57.68,46.24
0,2,56.97,44.21
0,2,55.75,42.24
0,2,49.94,40.81
0,2,47.77,40.57
0,2,46.58,41.05
0,2,44.09,41.8
0,2,45.18,43.54
0,2,49.98,44.22
0,3,47.99,44.2
0,3,46.98,43.44
0,3,41.48,41.99
0,3,35.97,38.13
0,3,38.0,30.4
0,3,39.0,25.12
0,0,35.29,23.41
0,0,32.43,23.65
0,0,30.61,25.04
0,0,30.61,26.64
0,0,31.06,30.61
0,0,30.21,41.97
0,1,32.99,49.61
0,1,37.44,47.22
0,1,42.58,46.55
0,2,46.67,44.55
0,2,45.45,42.09
0,2,46.87,41.42
0,2,45.92,39.5
0,2,41.34,38.88
0,2,38.53,38.19
0,2,35.85,39.16
0,2,34.52,41.3
0,2,40.46,43.26
0,3,50.75,43.42
0,3,51.4,42.74
0,3,45.0,41.26
0,3,42.01,38.02
0,3,39.94,30.37
0,3,42.44,25.23
0,0,40.63,26.17
0,0,39.87,26.76
0,0,37.1,26.61
0,0,33.81,28.89
0,0,29.83,35.0
0,0,28.64,47.56
0,1,31.23,51.81
0,1,35.11,48.76
0,1,39.01,48.44
0,2,41.1,46.62
0,2,41.75,44.35
0,2,41.77,43.39
0,2,43.17,41.88
0,2,40.44,41.6
0,2,38.5,42.62
0,2,35.97,43.66
0,2,35.9,44.88
0,2,47.85,47.17
0,3,51.43,47.54
0,3,51.81,46.84
0,3,48.83,45.73
0,3,42.44,41.73
0,3,45.46,33.37
0,3,44.85,28.44
0,0,37.92,28.88
0,0,37.1,29.74
0,0,35.09,30.52
0,0,32.0,33.27
0,0,30.1,37.89
0,0,32.0,50.24
0,1,41.94,59.46
0,1,55.16,58.03
0,1,53.22,57.48
0,2,52.64,55.32
0,2,53.63,52.83
0,2,53.79,50.44
0,2,51.47,48.72
0,2,51.87,48.85
0,2,52.48,49.1
0,2,45.0,49.92
0,2,40.0,51.66
0,2,50.06,53.27
0,3,44.03,53.41
0,3,39.94,52.51
0,3,39.94,50.12
0,3,43.84,45.88
0,3,44.0,36.49
0,3,44.94,30.43
0,0,31.52,32.98
0,0,32.09,34.31
0,0,30.96,35.19
0,0,31.88,37.99
0,0,32.44,43.24
0,0,32.65,57.28
0,1,34.74,67.75
0,1,35.0,66.72
0,1,36.69,65.68
0,2,43.59,63.09
0,2,47.99,60.04
0,2,46.0,57.29
0,2,45.0,55.57
0,2,46.0,55.4
0,2,43.0,55.79
0,2,41.0,56.81
0,2,41.0,59.0
0,2,52.62,60.02
0,3,46.31,59.8
0,3,42.26,58.86
0,3,40.0,57.11
0,3,42.44,51.87
0,3,36.59,41.32
0,3,34.94,34.53
0,0,34.97,36.57
0,0,36.0,37.61
0,0,34.1,38.53
0,0,32.5,41.27
0,0,30.8,45.87
0,0,29.76,59.57
0,1,39.94,70.47
0,1,48.45,69.13
0,1,44.94,69.53
0,2,50.13,66.55
0,2,51.59,63.48
0,2,48.89,60.93
0,2,49.83,59.23
0,2,45.87,58.56
0,2,41.1,59.1
0,2,40.0,59.94
0,2,40.22,61.84
0,2,44.42,62.85
0,3,40.93,62.46
0,3,42.44,61.43
0,3,47.12,59.08
0,3,42.44,53.58
0,3,45.0,44.11
0,3,37.98,37.79
0,0,36.74,38.28
0,0,36.69,39.17
0,0,33.74,40.11
0,0,33.66,42.8
0,0,35.0,47.06
0,0,36.39,60.51
0,1,42.44,71.58
0,1,47.44,70.12
0,1,39.96,71.25
0,2,56.68,68.09
0,2,61.44,65.01
0,2,56.01,62.57
0,2,50.56,60.88
0,2,51.03,59.96
0,2,54.25,60.58
0,2,52.73,61.32
0,2,50.49,63.06
0,2,61.46,64.06
0,3,67.67,63.57
0,3,47.0,62.5
0,3,47.0,59.85
0,3,39.9,54.25
0,3,38.0,45.36
0,3,41.1,39.31
0,0,33.02,37.25
0,0,30.17,37.82
0,0,31.62,38.95
0,0,29.94,41.33
0,0,29.99,45.62
0,0,32.99,58.73
0,1,38.3,70.93
0,1,48.76,68.95
0,1,49.19,69.92
0,2,49.02,67.03
0,2,49.51,64.25
0,2,48.43,61.83
0,2,47.45,60.14
0,2,47.44,58.94
0,2,43.24,59.84
0,2,43.71,60.44
0,2,44.0,62.26
0,2,46.69,62.74
0,3,48.26,62.79
0,3,43.11,61.31
0,3,40.04,58.69
0,3,42.94,53.15
0,3,40.0,44.68
0,3,36.0,38.66
0,0,34.58,35.61
0,0,33.99,36.24
0,0,31.89,37.4
0,0,31.76,39.36
0,0,29.75,44.28
0,0,31.68,58.54
0,1,35.45,68.69
0,1,37.47,66.0
0,1,44.29,64.92
0,2,47.57,63.01
0,2,48.19,60.1
0,2,47.0,58.81
0,2,48.94,56.98
0,2,47.25,55.96
0,2,40.55,55.5
0,2,39.66,55.67
0,2,40.0,58.26
0,2,48.66,59.87
0,3,58.45,59.83
0,3,48.93,58.92
0,3,43.35,57.06
0,3,37.54,52.15
0,3,40.0,43.58
0,3,40.0,37.31
0,0,39.89,37.99
0,0,33.26,38.81
0,0,29.15,39.03
0,0,25.63,41.26
0,0,25.78,46.49
0,0,25.99,62.07
0,1,26.16,68.31
0,1,26.48,64.74
0,1,31.15,64.84
0,2,36.21,62.66
0,2,38.84,60.32
0,2,39.94,59.26
0,2,55.0,57.33
0,2,39.94,56.72
0,2,37.44,57.16
0,2,35.96,58.36
0,2,37.0,60.51
0,2,44.94,62.22
0,3,54.94,61.85
0,3,52.05,60.84
0,3,52.01,59.07
0,3,47.87,54.42
0,3,44.94,45.69
0,3,38.53,39.04
0,0,34.96,35.89
0,0,32.63,36.84
0,0,32.42,37.76
0,0,31.04,40.56
0,0,29.87,45.39
0,0,31.33,58.82
0,1,37.85,69.5
0,1,53.35,68.04
0,1,53.13,67.97
0,2,54.92,65.77
0,2,51.35,62.78
0,2,50.96,59.98
0,2,45.0,58.4
0,2,44.04,58.0
0,2,44.98,58.09
0,2,45.74,58.61
0,2,47.99,60.59
0,2,58.95,62.19
0,3,54.92,62.29
0,3,51.45,61.13
0,3,45.0,58.18
0,3,43.05,53.33
0,3,40.0,43.94
0,3,39.0,37.33
0,0,35.68,31.63
0,0,34.99,32.91
0,0,33.44,33.75
0,0,33.2,36.44
0,0,34.24,41.46
0,0,33.18,54.91
0,1,40.0,64.96
0,1,60.43,63.96
0,1,60.08,63.02
0,2,58.79,60.54
0,2,55.77,57.6
0,2,53.37,54.96
0,2,46.2,53.32
0,2,48.76,53.18
0,2,47.85,53.56
0,2,51.7,54.55
0,2,51.54,56.67
0,2,60.07,57.64
0,3,65.52,57.43
0,3,52.89,56.52
0,3,47.99,54.83
0,3,44.25,49.8
0,3,43.93,39.65
0,3,39.94,33.13
0,0,34.93,32.1
0,0,32.7,33.39
0,0,32.0,34.25
0,0,31.9,36.98
0,0,31.2,42.09
0,0,33.55,55.78
0,1,42.64,66.0
0,1,50.92,64.97
0,1,61.76,63.97
0,2,62.59,61.46
0,2,61.1,58.48
0,2,58.94,55.8
0,2,54.87,54.14
0,2,53.53,53.99
0,2,51.45,54.37
0,2,49.88,55.37
0,2,49.92,57.52
0,2,59.37,58.51
0,3,75.87,58.31
0,3,62.73,57.39
0,3,49.89,55.68
0,3,42.66,50.56
0,3,44.04,40.25
0,3,36.41,33.62
0,0,39.96,30.23
0,0,33.29,31.43
0,0,32.24,32.24
0,0,32.44,34.82
0,0,32.92,39.6
0,0,38.91,52.44
0,1,45.96,62.05
0,1,63.79,61.09
0,1,62.06,60.23
0,2,60.28,57.87
0,2,52.03,55.06
0,2,49.96,52.54
0,2,50.52,50.97
0,2,47.44,50.86
0,2,44.5,51.24
0,2,43.54,52.19
0,2,44.04,54.24
0,2,50.75,55.17
0,3,48.13,54.96
0,3,44.94,54.07
0,3,41.89,52.45
0,3,37.9,47.63
0,3,36.1,37.9
0,3,35.67,31.66
0,0,41.0,26.06
0,0,38.19,27.16
0,0,36.03,27.98
0,0,35.74,29.89
0,0,32.99,34.11
0,0,33.3,45.42
0,1,36.0,54.98
0,1,52.92,53.86
0,1,46.9,52.89
0,2,66.06,50.76
0,2,69.74,48.56
0,2,49.22,46.4
0,2,42.44,44.82
0,2,41.0,44.52
0,2,40.03,45.0
0,2,40.02,45.81
0,2,42.95,47.68
0,2,50.19,48.41
0,3,54.95,48.39
0,3,50.24,47.59
0,3,45.0,46.0
0,3,44.94,41.8
0,3,49.94,33.4
0,3,45.0,27.63
0,0,53.68,26.12
0,0,50.5,26.38
0,0,42.44,27.87
0,0,42.44,29.67
0,0,42.44,34.08
0,0,39.96,46.64
0,1,42.0,55.22
0,1,46.53,52.62
0,1,49.97,51.76
0,2,53.81,49.5
0,2,56.62,46.83
0,2,55.19,46.01
0,2,52.5,43.88
0,2,49.23,43.13
0,2,42.97,42.46
0,2,48.93,43.5
0,2,44.35,45.83
0,2,48.4,47.93
0,3,65.06,48.12
0,3,47.44,47.38
0,3,49.94,45.74
0,3,45.0,42.21
0,3,42.0,33.75
0,3,39.94,28.05
0,0,35.3,28.62
0,0,35.3,29.3
0,0,33.56,29.16
0,0,33.4,31.72
0,0,32.41,38.42
0,0,32.76,52.06
0,1,32.99,56.54
0,1,37.0,53.3
0,1,39.96,52.84
0,2,43.76,50.84
0,2,46.49,48.39
0,2,49.63,47.32
0,2,46.48,45.68
0,2,46.01,45.36
0,2,39.94,46.44
0,2,38.72,47.57
0,2,38.23,48.88
0,2,42.95,51.38
0,3,59.32,51.8
0,3,70.0,51.05
0,3,47.44,49.86
0,3,42.44,45.54
0,3,39.94,36.45
0,3,34.96,31.09
0,0,49.46,28.75
0,0,40.58,29.61
0,0,39.1,30.39
0,0,39.1,33.12
0,0,39.94,37.72
0,0,40.0,50.02
0,1,45.0,59.2
0,1,56.75,57.77
0,1,54.89,57.23
0,2,62.06,55.08
0,2,69.94,52.6
0,2,68.62,50.22
0,2,49.94,48.51
0,2,49.96,48.64
0,2,52.21,48.89
0,2,51.32,49.71
0,2,49.33,51.44
0,2,55.81,53.04
0,3,48.0,53.19
0,3,44.57,52.28
0,3,39.91,49.9
0,3,35.0,45.68
0,3,32.96,36.33
0,3,34.76,30.3
0,0,37.42,27.53
0,0,36.72,28.61
0,0,36.2,29.34
0,0,33.9,31.71
0,0,32.8,36.04
0,0,32.1,47.7
0,1,38.22,56.46
0,1,52.95,55.57
0,1,49.0,54.88
0,2,45.97,52.74
0,2,47.97,50.17
0,2,49.97,47.88
0,2,47.27,46.46
0,2,46.95,46.41
0,2,46.0,46.78
0,2,47.0,47.66
0,2,50.38,49.56
0,2,61.41,50.41
0,3,84.94,50.22
0,3,62.82,49.37
0,3,51.66,47.87
0,3,44.09,43.46
0,3,44.54,34.54
0,3,42.12,28.85
0,0,39.94,27.47
0,0,39.64,28.55
0,0,36.41,29.27
0,0,35.83,31.64
0,0,34.0,35.97
0,0,33.1,47.64
0,1,45.97,56.4
0,1,60.14,55.49
0,1,64.91,54.8
0,2,59.91,52.65
0,2,54.22,50.09
0,2,53.85,47.81
0,2,49.06,46.39
0,2,48.82,46.34
0,2,47.93,46.71
0,2,49.8,47.6
0,2,50.86,49.49
0,2,58.48,50.35
0,3,81.37,50.16
0,3,65.22,49.32
0,3,55.62,47.82
0,3,46.0,43.41
0,3,47.94,34.49
0,3,42.44,28.79
0,0,46.56,29.01
0,0,41.74,30.16
0,0,39.18,30.93
0,0,37.82,33.41
0,0,36.2,37.99
0,0,36.2,50.3
0,1,49.95,59.52
0,1,63.36,58.59
0,1,70.6,57.82
0,2,60.81,55.55
0,2,53.81,52.85
0,2,49.96,50.43
0,2,44.91,48.93
0,2,43.9,48.85
0,2,43.94,49.23
0,2,45.47,50.15
0,2,49.96,52.13
0,2,57.58,53.02
0,3,72.0,52.82
0,3,69.94,51.95
0,3,54.98,50.38
0,3,46.72,45.75
0,3,43.29,36.38
0,3,44.94,30.39
0,0,50.73,28.91
0,0,49.07,30.15
0,0,45.3,31.05
0,0,40.78,33.15
0,0,39.43,37.84
0,0,41.71,50.41
0,1,45.42,60.99
0,1,58.25,59.8
0,1,57.84,58.63
0,2,59.97,56.26
0,2,56.59,53.81
0,2,55.05,51.4
0,2,52.38,49.65
0,2,49.89,49.28
0,2,47.8,49.76
0,2,44.19,50.64
0,2,43.2,52.66
0,2,45.75,53.49
0,3,51.49,53.48
0,3,55.36,52.63
0,3,49.96,50.89
0,3,44.63,46.27
0,3,46.93,37.01
0,3,43.88,30.63
0,0,41.3,30.35
0,0,36.19,30.63
0,0,35.68,32.27
0,0,33.18,34.38
0,0,27.68,39.5
0,0,31.23,53.91
0,1,33.93,63.97
0,1,36.12,61.05
0,1,37.8,59.89
0,2,44.02,57.23
0,2,50.12,54.24
0,2,69.9,53.17
0,2,55.9,50.71
0,2,44.94,49.78
0,2,42.62,49.13
0,2,42.41,50.27
0,2,42.91,52.89
0,2,59.24,55.23
0,3,69.9,55.46
0,3,50.87,54.62
0,3,49.94,52.75
0,3,42.61,48.75
0,3,42.71,39.03
0,3,43.76,32.46
0,0,42.44,31.6
0,0,39.55,32.39
0,0,36.75,32.26
0,0,33.38,35.16
0,0,31.12,42.57
0,0,30.34,57.51
0,1,33.09,62.3
0,1,32.92,58.82
0,1,36.72,58.2
0,2,43.12,55.97
0,2,42.23,53.29
0,2,43.27,52.09
0,2,45.45,50.3
0,2,41.48,49.91
0,2,38.0,51.09
0,2,39.94,52.33
0,2,40.0,53.74
0,2,43.88,56.48
0,3,74.96,56.96
0,3,59.94,56.17
0,3,54.92,54.87
0,3,53.15,50.18
0,3,54.33,40.19
0,3,49.74,34.3
0,0,49.41,26.71
0,0,44.23,27.48
0,0,43.52,28.2
0,0,42.35,30.75
0,0,39.26,35.01
0,0,44.43,46.4
0,1,50.97,54.95
0,1,58.95,53.61
0,1,54.24,53.2
0,2,64.34,51.21
0,2,66.73,48.9
0,2,59.99,46.69
0,2,63.3,45.09
0,2,61.49,45.26
0,2,54.01,45.5
0,2,49.87,46.27
0,2,52.46,47.91
0,2,54.76,49.4
0,3,65.34,49.53
0,3,47.45,48.67
0,3,45.0,46.42
0,3,53.01,42.5
0,3,49.71,33.76
0,3,48.42,28.15
0,0,44.94,24.82
0,0,42.11,25.77
0,0,39.94,26.43
0,0,37.33,28.61
0,0,36.26,32.54
0,0,36.05,43.05
0,1,44.0,50.99
0,1,55.03,50.17
0,1,55.55,49.65
0,2,55.21,47.68
0,2,55.49,45.32
0,2,49.0,43.25
0,2,43.55,41.97
0,2,43.32,41.98
0,2,43.51,42.35
0,2,44.54,43.16
0,2,44.92,44.92
0,2,49.6,45.71
0,3,62.51,45.54
0,3,56.92,44.76
0,3,49.94,43.39
0,3,46.43,39.37
0,3,47.44,31.21
0,3,43.63,26.03
0,0,40.46,29.39
0,0,37.23,30.55
0,0,36.07,31.33
0,0,34.32,33.85
0,0,34.95,38.5
0,0,35.57,51.02
0,1,47.91,60.37
0,1,54.62,59.41
0,1,57.8,58.6
0,2,58.33,56.3
0,2,54.2,53.56
0,2,50.44,51.12
0,2,47.0,49.6
0,2,42.98,49.51
0,2,42.92,49.88
0,2,43.99,50.82
0,2,44.71,52.82
0,2,51.3,53.73
0,3,58.85,53.54
0,3,56.68,52.66
0,3,48.0,51.08
0,3,44.93,46.37
0,3,42.12,36.88
0,3,39.94,30.79
0,0,44.94,30.65
0,0,41.49,31.87
0,0,39.74,32.68
0,0,39.42,35.3
0,0,38.7,40.15
0,0,39.29,53.18
0,1,39.71,62.92
0,1,47.93,61.94
0,1,55.93,61.06
0,2,59.16,58.66
0,2,60.0,55.81
0,2,48.0,53.26
0,2,43.0,51.67
0,2,48.0,51.55
0,2,49.0,51.93
0,2,44.94,52.9
0,2,44.94,54.96
0,2,49.59,55.9
0,3,57.44,55.7
0,3,47.44,54.8
0,3,49.2,53.15
0,3,47.44,48.27
0,3,49.2,38.42
0,3,44.94,32.1
0,0,42.44,26.28
0,0,37.99,27.39
0,0,34.9,28.22
0,0,34.9,30.14
0,0,34.9,34.4
0,0,41.05,45.8
0,1,49.29,55.45
0,1,56.43,54.32
0,1,54.18,53.34
0,2,59.2,51.19
0,2,57.44,48.96
0,2,57.04,46.78
0,2,53.45,45.2
0,2,57.83,44.89
0,2,52.0,45.37
0,2,51.0,46.18
0,2,51.0,48.06
0,2,51.0,48.81
0,3,53.0,48.78
0,3,50.0,47.97
0,3,51.96,46.38
0,3,49.93,42.14
0,3,51.99,33.67
0,3,50.93,27.86
0,0,50.03,24.15
0,0,45.1,24.39
0,0,41.25,25.81
0,0,39.1,27.46
0,0,37.49,31.55
0,0,39.94,43.24
0,1,42.63,51.13
0,1,47.42,48.68
0,1,47.24,47.96
0,2,52.78,45.89
0,2,55.97,43.37
0,2,59.96,42.67
0,2,53.7,40.69
0,2,49.34,40.03
0,2,48.05,39.35
0,2,45.06,40.33
0,2,44.93,42.53
0,2,48.64,44.53
0,3,61.06,44.69
0,3,51.77,43.99
0,3,44.99,42.47
0,3,45.81,39.16
0,3,42.44,31.28
0,3,50.77,25.99
0,0,41.77,20.37
0,0,39.26,22.69
0,0,39.74,21.41
0,0,35.26,24.01
0,0,32.21,30.52
0,0,32.23,42.73
0,1,33.4,46.07
0,1,35.88,43.31
0,1,43.98,41.38
0,2,44.05,39.23
